,epoch,acc,precision,recall,pred_acc_member,pred_acc_non_member,true_member,false_member,true_non_member,false_non_member
251,252,0.6833333333333333,0.6131687242798354,0.9933333333333333,tensor(0.9933),tensor(0.6267),149,94,56,1
252,253,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
253,254,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
254,255,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
255,256,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
256,257,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
257,258,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
258,259,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
259,260,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
260,261,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
261,262,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
262,263,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
263,264,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
264,265,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
265,266,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
266,267,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
267,268,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
268,269,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
269,270,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
270,271,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
271,272,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
272,273,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
273,274,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
274,275,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
275,276,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
276,277,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
277,278,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
278,279,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
279,280,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
280,281,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
281,282,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
282,283,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
283,284,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
284,285,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
285,286,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
286,287,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
287,288,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
288,289,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
289,290,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
290,291,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
291,292,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
292,293,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
293,294,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
294,295,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
295,296,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
296,297,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
297,298,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
298,299,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
299,300,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
300,301,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
301,302,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
302,303,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
303,304,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
304,305,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
305,306,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
306,307,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
307,308,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
308,309,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
309,310,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
310,311,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
311,312,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
312,313,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
313,314,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
314,315,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
315,316,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
316,317,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
317,318,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
318,319,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
319,320,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
320,321,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
321,322,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
322,323,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
323,324,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
324,325,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
325,326,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
326,327,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
327,328,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
328,329,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
329,330,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
330,331,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
331,332,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
332,333,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
333,334,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
334,335,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
335,336,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
336,337,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
337,338,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
338,339,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
339,340,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
340,341,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
341,342,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
342,343,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
343,344,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
344,345,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
345,346,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
346,347,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
347,348,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
348,349,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
349,350,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
350,351,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
351,352,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
352,353,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
353,354,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
354,355,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
355,356,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
356,357,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
357,358,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
358,359,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
359,360,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
360,361,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
361,362,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
362,363,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
363,364,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
364,365,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
365,366,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
366,367,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
367,368,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
368,369,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
369,370,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
370,371,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
371,372,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
372,373,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
373,374,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
374,375,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
375,376,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
376,377,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
377,378,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
378,379,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
379,380,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
380,381,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
381,382,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
382,383,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
383,384,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
384,385,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
385,386,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
386,387,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
387,388,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
388,389,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
389,390,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
390,391,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
391,392,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
392,393,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
393,394,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
394,395,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
395,396,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
396,397,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
397,398,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
398,399,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
399,400,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
400,401,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
401,402,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
402,403,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
403,404,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
404,405,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
405,406,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
406,407,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
407,408,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
408,409,0.68,0.610655737704918,0.9933333333333333,tensor(0.9933),tensor(0.6333),149,95,55,1
409,410,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
410,411,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
411,412,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
412,413,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
413,414,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
414,415,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
415,416,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
416,417,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
417,418,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
418,419,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
419,420,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
420,421,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
421,422,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
422,423,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
423,424,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
424,425,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
425,426,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
426,427,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
427,428,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
428,429,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
429,430,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
430,431,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
431,432,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
432,433,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
433,434,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
434,435,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
435,436,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
436,437,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
437,438,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
438,439,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
439,440,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
440,441,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
441,442,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
442,443,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
443,444,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
444,445,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
445,446,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
446,447,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
447,448,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
448,449,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
449,450,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
450,451,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
451,452,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
452,453,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
453,454,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
454,455,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
455,456,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
456,457,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
457,458,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
458,459,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
459,460,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
460,461,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
461,462,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
462,463,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
463,464,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
464,465,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
465,466,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
466,467,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
467,468,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
468,469,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
469,470,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
470,471,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
471,472,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
472,473,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
473,474,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
474,475,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
475,476,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
476,477,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
477,478,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
478,479,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
479,480,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
480,481,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
481,482,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
482,483,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
483,484,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
484,485,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
485,486,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
486,487,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
487,488,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
488,489,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
489,490,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
490,491,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
491,492,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
492,493,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
493,494,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
494,495,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
495,496,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
496,497,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
497,498,0.6766666666666666,0.6081632653061224,0.9933333333333333,tensor(0.9933),tensor(0.6400),149,96,54,1
498,499,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
499,500,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
500,501,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
501,502,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
502,503,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
503,504,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
504,505,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
505,506,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
506,507,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
507,508,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
508,509,0.6733333333333333,0.6056910569105691,0.9933333333333333,tensor(0.9933),tensor(0.6467),149,97,53,1
