,epoch,participant,test_loss,test_accuracy,train_accuracy
0,0.0,g,0.053167194631454105,0.03800675675675676,0.0
1,0.0,0.0,0.053111928914274485,0.05580357142857143,0.0
2,0.0,1.0,0.05319267564586231,0.044642857142857144,0.0
3,0.0,2.0,0.053159818585429876,0.03794642857142857,0.0
4,0.0,3.0,0.053180107048579624,0.03571428571428571,0.0
5,0.0,4.0,0.053199474300657,0.020089285714285716,0.0
6,1.0,0.0,0.052349548254694254,0.05580357142857143,0.07589285714285714
7,1.0,1.0,0.052549834230116436,0.08705357142857142,0.07589285714285714
8,1.0,2.0,0.05264141517026084,0.09375,0.09151785714285714
9,1.0,3.0,0.05231526866555214,0.06919642857142858,0.04017857142857143
10,1.0,4.0,0.05231881407754762,0.049107142857142856,0.05133928571428571
11,1.0,g,0.052582926343421675,0.060388513513513514,0.0669642835855484
12,2.0,0.0,0.05139941243188722,0.05580357142857143,0.09375
13,2.0,1.0,0.05148054180400712,0.10267857142857142,0.0625
14,2.0,2.0,0.0518151910177299,0.08482142857142858,0.07589285714285714
15,2.0,3.0,0.051264380770070214,0.11607142857142858,0.07366071428571429
16,2.0,4.0,0.05130356550216675,0.0625,0.07366071428571429
17,2.0,g,0.05158590636140591,0.06672297297297297,0.0758928507566452
18,3.0,0.0,0.05007491633296013,0.06919642857142858,0.09598214285714286
19,3.0,1.0,0.05006522046668189,0.14508928571428573,0.09821428571428571
20,3.0,2.0,0.050590336854968755,0.09598214285714286,0.109375
21,3.0,3.0,0.04954844872866358,0.15178571428571427,0.10267857142857142
22,3.0,4.0,0.04970592526452882,0.109375,0.11383928571428571
23,3.0,g,0.04990926878275098,0.09543918918918919,0.10401786863803864
24,4.0,0.0,0.04754387427653585,0.13839285714285715,0.15178571428571427
25,4.0,1.0,0.04778066969343594,0.18526785714285715,0.17857142857142858
26,4.0,2.0,0.04804152409945216,0.16964285714285715,0.19419642857142858
27,4.0,3.0,0.04693572861807687,0.25669642857142855,0.18973214285714285
28,4.0,4.0,0.04694181787116187,0.18080357142857142,0.18973214285714285
29,4.0,g,0.04726575596912487,0.21283783783783783,0.1808035671710968
30,5.0,0.0,0.043590636125632694,0.20982142857142858,0.30580357142857145
31,5.0,1.0,0.04389750425304685,0.25223214285714285,0.33035714285714285
32,5.0,2.0,0.044088822922536304,0.23660714285714285,0.33482142857142855
33,5.0,3.0,0.042967124176876884,0.33482142857142855,0.328125
34,5.0,4.0,0.04282694895352636,0.2767857142857143,0.3125
35,5.0,g,0.04326175827835057,0.3125,0.32232141494750977
36,6.0,0.0,0.03886964278561728,0.29017857142857145,0.3705357142857143
37,6.0,1.0,0.03935392839568002,0.3236607142857143,0.42410714285714285
38,6.0,2.0,0.03944944164582661,0.29017857142857145,0.42410714285714285
39,6.0,3.0,0.03815341953720365,0.39732142857142855,0.42857142857142855
40,6.0,4.0,0.03806508971112115,0.3392857142857143,0.40848214285714285
41,6.0,g,0.03841937937446543,0.38682432432432434,0.4111607074737549
42,7.0,0.0,0.034028101712465286,0.36607142857142855,0.4642857142857143
43,7.0,1.0,0.034682833190475194,0.390625,0.5200892857142857
44,7.0,2.0,0.03460087414298739,0.375,0.5245535714285714
45,7.0,3.0,0.033290757930704525,0.4174107142857143,0.515625
46,7.0,4.0,0.033110984201942174,0.4174107142857143,0.484375
47,7.0,g,0.03343962047349762,0.45819256756756754,0.5017856955528259
48,8.0,0.0,0.02958569516028677,0.4799107142857143,0.5491071428571429
49,8.0,1.0,0.030601939718638147,0.4486607142857143,0.5959821428571429
50,8.0,2.0,0.030113044594015394,0.4375,0.609375
51,8.0,3.0,0.028940668861780847,0.4888392857142857,0.5892857142857143
52,8.0,4.0,0.028721684057797705,0.49776785714285715,0.5714285714285714
53,8.0,g,0.02891941282998871,0.5266047297297297,0.5830357670783997
54,9.0,0.0,0.026158118886607035,0.5245535714285714,0.6785714285714286
55,9.0,1.0,0.027203759444611415,0.5066964285714286,0.6808035714285714
56,9.0,2.0,0.02660680961396013,0.49330357142857145,0.6785714285714286
57,9.0,3.0,0.02551087284726756,0.5491071428571429,0.6919642857142857
58,9.0,4.0,0.025279571169189045,0.5558035714285714,0.6473214285714286
59,9.0,g,0.025278399320873054,0.5798141891891891,0.6754463911056519
60,10.0,0.0,0.0235810750829322,0.5558035714285714,0.7433035714285714
61,10.0,1.0,0.024771062391144887,0.5379464285714286,0.734375
62,10.0,2.0,0.023890716156789234,0.5357142857142857,0.7455357142857143
63,10.0,3.0,0.022962580834116255,0.5825892857142857,0.75
64,10.0,4.0,0.02274216472038201,0.5892857142857143,0.7209821428571429
65,10.0,g,0.022576786779068613,0.6148648648648649,0.738839328289032
66,11.0,0.0,0.021684394883258,0.5691964285714286,0.7901785714285714
67,11.0,1.0,0.02301680190222604,0.5535714285714286,0.7723214285714286
68,11.0,2.0,0.022009055263229778,0.5625,0.7879464285714286
69,11.0,3.0,0.02106113705251898,0.5848214285714286,0.796875
70,11.0,4.0,0.020844452881387303,0.5959821428571429,0.765625
71,11.0,g,0.020612039930514386,0.6317567567567568,0.782589316368103
72,12.0,0.0,0.0202368005578007,0.5915178571428571,0.8214285714285714
73,12.0,1.0,0.02171317700828825,0.5736607142857143,0.7901785714285714
74,12.0,2.0,0.020661306700536182,0.5647321428571429,0.8191964285714286
75,12.0,3.0,0.01970315831048148,0.5982142857142857,0.8348214285714286
76,12.0,4.0,0.01942792854138783,0.6183035714285714,0.8013392857142857
77,12.0,g,0.019172108757334785,0.640625,0.8133928179740906
78,13.0,0.0,0.01915551389434508,0.6049107142857143,0.8415178571428571
79,13.0,1.0,0.020741422261510576,0.59375,0.8258928571428571
