,epoch,acc,precision,recall,pred_acc_member,pred_acc_non_member,true_member,false_member,true_non_member,false_non_member
30,31.0,0.6,0.556390977443609,0.9866666666666667,0.92,0.78,148.0,118.0,32.0,2.0
31,32.0,0.6233333333333333,0.5708812260536399,0.9933333333333333,0.9266666666666666,0.7266666666666667,149.0,112.0,38.0,1.0
32,33.0,0.6133333333333333,0.5648854961832062,0.9866666666666667,0.96,0.7333333333333333,148.0,114.0,36.0,2.0
33,34.0,0.6133333333333333,0.5643939393939394,0.9933333333333333,0.9466666666666667,0.6933333333333334,149.0,115.0,35.0,1.0
34,35.0,0.6212624584717608,0.569811320754717,1.0,0.96,0.72,150.0,114.0,36.0,0.0
35,36.0,0.6245847176079734,0.571969696969697,1.0,0.9466666666666667,0.6933333333333334,150.0,113.0,37.0,0.0
36,37.0,0.61,0.5622641509433962,0.9933333333333333,0.9533333333333334,0.7133333333333334,149.0,116.0,34.0,1.0
37,38.0,0.6166666666666667,0.5665399239543726,0.9933333333333333,0.9466666666666667,0.6933333333333334,149.0,114.0,36.0,1.0
38,39.0,0.62,0.5687022900763359,0.9933333333333333,0.94,0.6933333333333334,149.0,113.0,37.0,1.0
39,40.0,0.6166666666666667,0.5675675675675675,0.98,0.9333333333333333,0.7,147.0,112.0,38.0,3.0
40,41.0,0.6133333333333333,0.5653846153846154,0.98,0.94,0.68,147.0,113.0,37.0,3.0
41,42.0,0.6233333333333333,0.5719844357976653,0.98,0.9333333333333333,0.6933333333333334,147.0,110.0,40.0,3.0
42,43.0,0.6133333333333333,0.5653846153846154,0.98,0.94,0.68,147.0,113.0,37.0,3.0
43,44.0,0.62,0.5687022900763359,0.9933333333333333,0.94,0.68,149.0,113.0,37.0,1.0
44,45.0,0.63,0.5752895752895753,0.9933333333333333,0.9466666666666667,0.68,149.0,110.0,40.0,1.0
45,46.0,0.6266666666666667,0.5736434108527132,0.9866666666666667,0.9466666666666667,0.6866666666666666,148.0,110.0,40.0,2.0
46,47.0,0.6233333333333333,0.5714285714285714,0.9866666666666667,0.9466666666666667,0.6733333333333333,148.0,111.0,39.0,2.0
47,48.0,0.6233333333333333,0.5708812260536399,0.9933333333333333,0.9466666666666667,0.6866666666666666,149.0,112.0,38.0,1.0
48,49.0,0.62,0.5687022900763359,0.9933333333333333,0.94,0.6733333333333333,149.0,113.0,37.0,1.0
49,50.0,0.6478405315614618,0.5875486381322957,1.0,0.9466666666666667,0.6666666666666666,150.0,106.0,44.0,0.0
50,51.0,0.6312292358803987,0.5763358778625954,1.0,0.9533333333333334,0.6466666666666666,150.0,111.0,39.0,0.0
51,52.0,0.6411960132890365,0.583011583011583,1.0,0.96,0.6666666666666666,150.0,108.0,42.0,0.0
52,53.0,0.6266666666666667,0.573076923076923,0.9933333333333333,0.9533333333333334,0.66,149.0,111.0,39.0,1.0
