,epoch,acc,precision,recall,pred_acc_member,pred_acc_non_member,true_member,false_member,true_non_member,false_non_member
255,256,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
256,257,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
257,258,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
258,259,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
259,260,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
260,261,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
261,262,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
262,263,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
263,264,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
264,265,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
265,266,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
266,267,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
267,268,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
268,269,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
269,270,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
270,271,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
271,272,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
272,273,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
273,274,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
274,275,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
275,276,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
276,277,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
277,278,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
278,279,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
279,280,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
280,281,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
281,282,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
282,283,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
283,284,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
284,285,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
285,286,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
286,287,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
287,288,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
288,289,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
289,290,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
290,291,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
291,292,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
292,293,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
293,294,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
294,295,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
295,296,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
296,297,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
297,298,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
298,299,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
299,300,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
300,301,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
301,302,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
302,303,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
303,304,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
304,305,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
305,306,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
306,307,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
307,308,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
308,309,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
309,310,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
310,311,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
311,312,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
312,313,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
313,314,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
314,315,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
315,316,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
316,317,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
317,318,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
318,319,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
319,320,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
320,321,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
321,322,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
322,323,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
323,324,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
324,325,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
325,326,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
326,327,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
327,328,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
328,329,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
329,330,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
330,331,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
331,332,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
332,333,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
333,334,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
334,335,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
335,336,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
336,337,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
337,338,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
338,339,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
339,340,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
340,341,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
341,342,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
342,343,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
343,344,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
344,345,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
345,346,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
346,347,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
347,348,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
348,349,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
349,350,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
350,351,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
351,352,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
352,353,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
353,354,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
354,355,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
355,356,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
356,357,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
357,358,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
358,359,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
359,360,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
360,361,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
361,362,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
362,363,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
363,364,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
364,365,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
365,366,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
366,367,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
367,368,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
368,369,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
369,370,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
370,371,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
371,372,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
372,373,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
373,374,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
374,375,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
375,376,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
376,377,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
377,378,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
378,379,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
379,380,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
380,381,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
381,382,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
382,383,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
383,384,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
384,385,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
385,386,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
386,387,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
387,388,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
388,389,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
389,390,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
390,391,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
391,392,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
392,393,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
393,394,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
394,395,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
395,396,0.7133333333333334,0.6379310344827587,0.9866666666666667,tensor(0.9867),tensor(0.5600),148,84,66,2
396,397,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
397,398,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
398,399,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
399,400,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
400,401,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
401,402,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
402,403,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
403,404,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
404,405,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
405,406,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
406,407,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
407,408,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
408,409,0.7166666666666667,0.6406926406926406,0.9866666666666667,tensor(0.9867),tensor(0.5533),148,83,67,2
409,410,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
410,411,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
411,412,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
412,413,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
413,414,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
414,415,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
415,416,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
416,417,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
417,418,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
418,419,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
419,420,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
420,421,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
421,422,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
422,423,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
423,424,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
424,425,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
425,426,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
426,427,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
427,428,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
428,429,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
429,430,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
430,431,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
431,432,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
432,433,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
433,434,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
434,435,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
435,436,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
436,437,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
437,438,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
438,439,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
439,440,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
440,441,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
441,442,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
442,443,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
443,444,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
444,445,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
445,446,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
446,447,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
447,448,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
448,449,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
449,450,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
450,451,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
451,452,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
452,453,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
453,454,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
454,455,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
455,456,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
456,457,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
457,458,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
458,459,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
459,460,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
460,461,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
461,462,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
462,463,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
463,464,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
464,465,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
465,466,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
466,467,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
467,468,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
468,469,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
469,470,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
470,471,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
471,472,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
472,473,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
473,474,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
474,475,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
475,476,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
476,477,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
477,478,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
478,479,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
479,480,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
480,481,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
481,482,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
482,483,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
483,484,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
484,485,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
485,486,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
486,487,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
487,488,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
488,489,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
489,490,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
490,491,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
491,492,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
492,493,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
493,494,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
494,495,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
495,496,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
496,497,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
497,498,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
498,499,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
499,500,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
500,501,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
501,502,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
502,503,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
503,504,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
504,505,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
