,epoch,acc,precision,recall,pred_acc_member,pred_acc_non_member,true_member,false_member,true_non_member,false_non_member
505,506,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
506,507,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
507,508,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
508,509,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
509,510,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
510,511,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
511,512,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
512,513,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
513,514,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
514,515,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
515,516,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
516,517,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
517,518,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
518,519,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
519,520,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
520,521,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
521,522,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
522,523,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
523,524,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
524,525,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
525,526,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
526,527,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
527,528,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
528,529,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
529,530,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
530,531,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
531,532,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
532,533,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
533,534,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
534,535,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
535,536,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
536,537,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
537,538,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
538,539,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
539,540,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
540,541,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
541,542,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
542,543,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
543,544,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
544,545,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
545,546,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
546,547,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
547,548,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
548,549,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
549,550,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
550,551,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
551,552,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
552,553,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
553,554,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
554,555,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
555,556,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
556,557,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
557,558,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
558,559,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
559,560,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
560,561,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
561,562,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
562,563,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
563,564,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
564,565,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
565,566,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
566,567,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
567,568,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
568,569,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
569,570,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
570,571,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
571,572,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
572,573,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
573,574,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
574,575,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
575,576,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
576,577,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
577,578,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
578,579,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
579,580,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
580,581,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
581,582,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
582,583,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
583,584,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
584,585,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
585,586,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
586,587,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
587,588,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
588,589,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
589,590,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
590,591,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
591,592,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
592,593,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
593,594,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
594,595,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
595,596,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
596,597,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
597,598,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
598,599,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
599,600,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
600,601,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
601,602,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
602,603,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
603,604,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
604,605,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
605,606,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
606,607,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
607,608,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
608,609,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
609,610,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
610,611,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
611,612,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
612,613,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
613,614,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
614,615,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
615,616,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
616,617,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
617,618,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
618,619,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
619,620,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
620,621,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
621,622,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
622,623,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
623,624,0.72,0.6434782608695652,0.9866666666666667,tensor(0.9867),tensor(0.5467),148,82,68,2
624,625,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
625,626,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
626,627,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
627,628,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
628,629,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
629,630,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
630,631,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
631,632,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
632,633,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
633,634,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
634,635,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
635,636,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
636,637,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
637,638,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
638,639,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
639,640,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
640,641,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
641,642,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
642,643,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
643,644,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
644,645,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
645,646,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
646,647,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
647,648,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
648,649,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
649,650,0.7433333333333333,0.6636771300448431,0.9866666666666667,tensor(0.9867),tensor(0.5000),148,75,75,2
650,651,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
651,652,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
652,653,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
653,654,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
654,655,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
655,656,0.7433333333333333,0.6636771300448431,0.9866666666666667,tensor(0.9867),tensor(0.5000),148,75,75,2
656,657,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
657,658,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
658,659,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
659,660,0.7233333333333334,0.6462882096069869,0.9866666666666667,tensor(0.9867),tensor(0.5400),148,81,69,2
660,661,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
661,662,0.7433333333333333,0.6636771300448431,0.9866666666666667,tensor(0.9867),tensor(0.5000),148,75,75,2
662,663,0.7466666666666667,0.6666666666666666,0.9866666666666667,tensor(0.9867),tensor(0.4933),148,74,76,2
663,664,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
664,665,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
665,666,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
666,667,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
667,668,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
668,669,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
669,670,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
670,671,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
671,672,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
672,673,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
673,674,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
674,675,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
675,676,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
676,677,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
677,678,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
678,679,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
679,680,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
680,681,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
681,682,0.7266666666666667,0.6491228070175439,0.9866666666666667,tensor(0.9867),tensor(0.5333),148,80,70,2
682,683,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
683,684,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
684,685,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
685,686,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
686,687,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
687,688,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
688,689,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
689,690,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
690,691,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
691,692,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
692,693,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
693,694,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
694,695,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
695,696,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
696,697,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
697,698,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
698,699,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
699,700,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
700,701,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
701,702,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
702,703,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
703,704,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
704,705,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
705,706,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
706,707,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
707,708,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
708,709,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
709,710,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
710,711,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
711,712,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
712,713,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
713,714,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
714,715,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
715,716,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
716,717,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
717,718,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
718,719,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
719,720,0.74,0.6607142857142857,0.9866666666666667,tensor(0.9867),tensor(0.5067),148,76,74,2
720,721,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
721,722,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
722,723,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
723,724,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
724,725,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
725,726,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
726,727,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
727,728,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
728,729,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
729,730,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
730,731,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
731,732,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
732,733,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
733,734,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
734,735,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
735,736,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
736,737,0.7366666666666667,0.6577777777777778,0.9866666666666667,tensor(0.9867),tensor(0.5133),148,77,73,2
737,738,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
738,739,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
739,740,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
740,741,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
741,742,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
742,743,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
743,744,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
744,745,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
745,746,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
746,747,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
747,748,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
748,749,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
749,750,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
750,751,0.73,0.6519823788546255,0.9866666666666667,tensor(0.9867),tensor(0.5267),148,79,71,2
751,752,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
752,753,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
753,754,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
754,755,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
755,756,0.7333333333333333,0.6548672566371682,0.9866666666666667,tensor(0.9867),tensor(0.5200),148,78,72,2
